opendb_id,metadata_name,metadata_manufacturer,metadata_series,metadata_variant,metadata_releaseYear,socket,_source_file,audio_channels,audio_chipset,back_connect_connectors,back_panel_ports,bios_features_clear_cmos,bios_features_flashback,chipset,color,ecc_support,fan_headers_case_fan,fan_headers_cpu_fan,fan_headers_cpu_opt,fan_headers_pump,form_factor,front_panel_headers_hdd_led,front_panel_headers_power_button,front_panel_headers_power_led,front_panel_headers_reset_button,general_product_information_amazon_sku,general_product_information_bestbuy_sku,general_product_information_ibuypower_sku,general_product_information_manufacturer_url,general_product_information_newegg_sku,general_product_information_walmart_sku,lighting,m2_slots,memory_max,memory_ram_type,memory_slots,metadata_last_manually_spec_verified_at,metadata_manufacturer_color,metadata_part_numbers,onboard_ethernet,other_headers_com_port,other_headers_temperature_sensor,other_headers_thunderbolt,pcie_slots,power_connectors_cpu_power,power_connectors_main_power,raid_support,rgb_headers_argb_5v,rgb_headers_rgb_12v,storage_devices_sata_3_gb_s,storage_devices_sata_6_gb_s,storage_devices_u2,usb_headers_usb_2_0,usb_headers_usb_3_2_gen_1,usb_headers_usb_3_2_gen_2,usb_headers_usb_3_2_gen_2x2,usb_headers_usb_4,usb_headers_usb_4_80g,wireless_networking
8f9f5f05-f160-47fa-b7a5-f89de49d60e0,Gigabyte Z390 I AORUS PRO WIFI LGA1151 DDR4 Mini ITX,Gigabyte,Z390,,,LGA 1151,8f9f5f05-f160-47fa-b7a5-f89de49d60e0.json,7.1,Realtek,False,1 x 1 Gb/s Ports,False,False,Intel Z390,BLACK | GREY,False,,,,,Mini-ITX,,,,,B07JBX52TM,,,,9SIBMM4K6S1300,672806963,,"[{""size"": ""2242-2260"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac1f1698c6213208b46e""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac1f1698c6213208b46f""}, {""size"": ""2260-2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac1f1698c6213208b470""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac1f1698c6213208b471""}]",64,DDR4,2,,,Z390 I AORUS PRO WIFI | GA-Z390-I-AORUS-PRO-WIFI,"[{""speed"": ""1 Gb/s"", ""controller"": ""Unknown"", ""_id"": ""69b3ac1f1698c6213208b472""}]",,,,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac1f1698c6213208b46d""}]",,,True,,,0,0,0,1,1,1,0,0,,
8fa2a1c6-8c07-4585-9903-815f6dfeafad,MSI X870E GAMING PLUS WIFI DDR5 ATX,MSI,,X870E GAMING PLUS WIFI,,AM5,8fa2a1c6-8c07-4585-9903-815f6dfeafad.json,7.1,Realtek,False,1 x 5 Gb/s Ports (Realtek 8126VB),False,False,AMD X870E,BLACK,False,,,,,ATX,,,,,B0F67B9XT7,6636989,,,N82E16813144708,,,"[{""size"": ""2260-2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4""}, {""size"": ""2260-2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4""}, {""size"": ""2280-22110"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4""}, {""size"": ""2280"", ""key"": ""E"", ""interface"": ""PCIe 4.0 x4""}]",256,DDR5,4,,Black,X870E GAMING PLUS WIFI | 7E70-001R | 10876985 | 911-7E70-001,"[{""speed"": ""5 Gb/s"", ""controller"": ""Realtek 8126VB""}]",,,,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1}]",,,True,,,0,0,0,3,2,1,0,0,,
8fa8df73-7a98-40b3-9804-1878726a568d,ASRock Z590 Phantom Gaming 4/ac DDR4 ATX,ASRock,Z590,,,LGA 1200,8fa8df73-7a98-40b3-9804-1878726a568d.json,7.1,Realtek,False,1 x 1 Gb/s (Intel I219-V),False,False,Intel Z590,GREY | BLACK,False,,,,,ATX,,,,,,,,,,,,"[{""size"": ""2260-2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac20ce32fbd088835105""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac20ce32fbd088835106""}, {""size"": ""2260-2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac20ce32fbd088835107""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac20ce32fbd088835108""}, {""size"": ""2260-2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac20ce32fbd088835109""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac20ce32fbd08883510a""}, {""size"": ""2280"", ""key"": ""E"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac20ce32fbd08883510b""}]",128,DDR4,4,,,Z590 Phantom Gaming 4 | ac,"[{""speed"": ""1 Gb/s"", ""controller"": ""Intel I219-V"", ""_id"": ""69b3ac20ce32fbd08883510c""}]",,,,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ac20ce32fbd088835103""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3ac20ce32fbd088835104""}]",,,True,,,0,6,0,2,2,0,1,0,,
8faaf798-db1f-417f-8dd2-65b8a27ed948,Biostar B365 MHC DDR4 Micro ATX,Biostar,B365,,,LGA 1151,8faaf798-db1f-417f-8dd2-65b8a27ed948.json,7.1,Realtek,False,1 x 1 Gb/s,False,False,Intel B365,BLACK | YELLOW,False,,,,,Micro ATX,,,,,,,,,,,,"[{""size"": ""2242-2260"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac20fe073ff824ef96b7""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac20fe073ff824ef96b8""}]",32,DDR4,2,,,B365MHC,"[{""speed"": ""1 Gb/s"", ""controller"": ""Unknown"", ""_id"": ""69b3ac20fe073ff824ef96b9""}]",,,,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac20fe073ff824ef96b5""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac20fe073ff824ef96b6""}]",,,False,,,0,4,0,2,1,0,0,0,,
8fb65091-546c-486b-a33e-1dfa2d249fd4,ASRock B850M PRO-A WIFI AM5 DDR5 Micro ATX,ASRock,PRO,B850M -A WIFI,2025,AM5,8fb65091-546c-486b-a33e-1dfa2d249fd4.json,7.1,Realtek ALC897,False,2 x Antenna Mounting Points | 1 x HDMI Port | 1 x DisplayPort 1.4 | 1 x USB 3.2 Gen2 Type-A Port (10 Gb/s) | 1 x USB 3.2 Gen2 Type-C Port (10 Gb/s) | 2 x USB 3.2 Gen1 Ports | 4 x USB 2.0 Ports | 1 x RJ-45 LAN Port (Dragon 2.5G LAN) | 1 x BIOS Flashback Button | 3 x HD Audio Jacks (Line in / Front Speaker / Microphone),False,True,AMD B850,BLACK,True,3,2,0,0,Micro ATX,True,True,True,True,B0DS6KDMF5,,,https://www.asrock.com/mb/AMD/B850M%20Pro-A%20WiFi/index.asp#Specification,N82E16813162198R,15159411495,None,"[{""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 5.0 x4""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4""}, {""size"": ""2230"", ""key"": ""E"", ""interface"": ""PCIe""}]",256,DDR5,4,2026-02-15T13:54:59.481Z,Black,B850M Pro-A WiFi | 90-MXBR9-A0UAYZ | 90-MXBR90-A0UAYZ | 90-MXBR90-A0UAYAZ | B850M PRO-A WIFI,"[{""speed"": ""2.5 Gb/s"", ""controller"": ""Realtek Dragon RTL8125BG""}]",0,0,0,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4}]",8-pin | 4-pin,24-pin,True,3,1,0,4,0,2,3,0,0,0,0,Wi-Fi 6E
8fcee7be-8a7d-43d2-ba89-4c82289d3906,ASUS EX-B850M-V9,ASUS,Expedition,B850M-V9,2025,AM5,8fcee7be-8a7d-43d2-ba89-4c82289d3906.json,7.1,Realtek,False,2 x USB 10Gbps ports (2 x Type-A) | 2 x USB 5Gbps ports (2 x Type-A) | 4 x USB 2.0 ports (4 x Type-A) | 1 x HDMI™ port | 1 x Realtek 2.5Gb Ethernet port | 3 x Audio jacks,False,True,AMD B850,RED | GREY | BLACK,False,3,1,,,Micro ATX,True,True,True,True,,,,https://www.asus.com/motherboards-components/motherboards/expedition/ex-b850m-v9/,,,None,"[{""size"": ""2242/2260/2280"", ""key"": ""M"", ""interface"": ""PCIe 5.0 x4""}, {""size"": ""2242/2260/2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4""}]",256,DDR5,4,,Black/Red,EX-B850M-V9,"[{""speed"": ""2.5 Gb/s"", ""controller"": ""Realtek""}]",1,,,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4}]",8-pin,24-pin,True,,,,4,,2,2,,,,,
8ff4cb96-9954-4b7a-a598-3e030d046884,Supermicro C222 X10SLL-F LGA1150 DDR3 Micro ATX,Supermicro,C222,,,LGA 1150,8ff4cb96-9954-4b7a-a598-3e030d046884.json,7.1,Realtek,False,2 x 1 Gb/s Ports,False,False,Intel C222,BLACK | GREEN,True,,,,,Micro ATX,,,,,B00D65V9WO,,,,,44939930,,,32,DDR3,4,,,X10SLL-F | MBD-X10SLL-F-O | X10SLL-F-O,"[{""speed"": ""1 Gb/s"", ""controller"": ""Unknown"", ""_id"": ""69b3ac20fe073ff824ef96ca""}]",,,,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac20fe073ff824ef96c8""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 8, ""_id"": ""69b3ac20fe073ff824ef96c9""}]",,,True,,,0,0,0,2,1,0,0,0,,
900dae76-dbd1-4ac2-8e58-add40823ca47,ASRock Z370 Extreme4 DDR4 ATX,ASRock,Z370,,,LGA 1151,900dae76-dbd1-4ac2-8e58-add40823ca47.json,7.1,Realtek,False,1 x 1 Gb/s,False,False,Intel Z370,BLACK | GREY,False,,,,,ATX,,,,,B0763BS899,,,,,,,"[{""size"": ""2230-2242"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac203722c3e205bd30ff""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac203722c3e205bd3100""}, {""size"": ""2230-2242"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac203722c3e205bd3101""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac203722c3e205bd3102""}, {""size"": ""2280"", ""key"": ""E"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac203722c3e205bd3103""}]",64,DDR4,4,,,Z370 Extreme4 | 90-MXB5U0-A0UAYZ | Z370 EXTREME4,"[{""speed"": ""1 Gb/s"", ""controller"": ""Unknown"", ""_id"": ""69b3ac203722c3e205bd3104""}]",,,,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ac203722c3e205bd30fd""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3ac203722c3e205bd30fe""}]",,,True,,,0,8,0,3,2,1,0,0,,
9013ec36-714c-48b5-9a9d-b45b50a3e013,NZXT Z790 N7 Z790 LGA1700 DDR5 ATX,NZXT,Z790,,,LGA 1700,9013ec36-714c-48b5-9a9d-b45b50a3e013.json,7.1,Realtek,False,1 x 2.5 Gb/s Ports (Realtek RTL8125BG),False,False,Intel Z790,BLACK,False,,,,,ATX,,,,,B0BG18N3FX,6538046,,,N82E16813206007,2214476898,,"[{""size"": ""2242-2260"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac20b3d0c7b56c55fdda""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac20b3d0c7b56c55fddb""}, {""size"": ""2242-2260"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac20b3d0c7b56c55fddc""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac20b3d0c7b56c55fddd""}, {""size"": ""2242-2260"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac20b3d0c7b56c55fdde""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac20b3d0c7b56c55fddf""}, {""size"": ""2280"", ""key"": ""E"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac20b3d0c7b56c55fde0""}]",192,DDR5,4,,,N7-Z79XT-B1,"[{""speed"": ""2.5 Gb/s"", ""controller"": ""Realtek RTL8125BG"", ""_id"": ""69b3ac20b3d0c7b56c55fde1""}]",,,,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ac20b3d0c7b56c55fdd8""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ac20b3d0c7b56c55fdd9""}]",,,True,,,0,0,0,2,1,0,1,0,,
9040db13-65b1-4891-95a9-e6b2b4ac8c69,ASRock B760M Pro RS WiFi,ASRock,Pro,B760M RS WiFi,2023,LGA 1700,9040db13-65b1-4891-95a9-e6b2b4ac8c69.json,7.1,Realtek ALC897,False,2 x Antenna Ports | 2 x Antenna Mounting Points | 1 x PS/2 Mouse/Keyboard Port | 1 x HDMI Port | 1 x DisplayPort 1.4 | 1 x USB 3.2 Gen1 Type-C Port | 3 x USB 3.2 Gen1 Type-A Ports | 2 x USB 2.0 Ports | 1 x RJ-45 LAN Port | HD Audio Jacks: Line in / Front Speaker / Microphone,False,True,Intel B760,BLACK | WHITE,False,4,1,,2,Micro ATX,True,True,True,True,B0DFDMS4LG,12663577,,,N82E16813162228,17423360906,None,"[{""size"": ""2242/2260/2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0x4""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0x4""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0x4""}]",128,DDR5,4,,Black/White,B760M Pro RS WiFi,"[{""speed"": ""2.5 Gb/s"", ""controller"": ""Dragon""}]",,,1,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 4}]",8-pin,24-pin,True,3,1,,4,,2,3,,1,,,Wifi 6E Bluetooth 5.3
9045299b-7e0d-4d49-8bda-285dfd999984,Gigabyte B840M EAGLE WIFI6 AM5 DDR5 Micro ATX,Gigabyte,B840M,,,AM5,9045299b-7e0d-4d49-8bda-285dfd999984.json,7.1,Realtek,False,1 x 2.5 Gb/s (Realtek),False,False,AMD B840,GREY | BLACK,False,,,,,Micro ATX,,,,,,,,,,,,"[{""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac21b27c54a042d01507""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac21b27c54a042d01508""}]",128,DDR5,2,,,B840M EAGLE WIFI6,"[{""speed"": ""2.5 Gb/s"", ""controller"": ""Realtek"", ""_id"": ""69b3ac21b27c54a042d01509""}]",,,,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ac21b27c54a042d01506""}]",,,True,,,0,4,0,2,1,1,0,0,,
905cf2e4-a0e5-48e0-8811-cf780f6e7cb6,Asus X870 AYW GAMING WIFI W DDR5 ATX,ASUS,GAMING,X870 AYW WIFI,2025,AM5,905cf2e4-a0e5-48e0-8811-cf780f6e7cb6.json,7.1,Realtek,False,2 x USB4® (40Gbps) ports (2 x USB Type-C) | 1 x USB 10Gbps port (1 x Type-A) | 3 x USB 5Gbps ports (3 x Type-A) | 4 x USB 2.0 ports (4 x Type-A) | 1 x HDMI port | 1 x Wi-Fi module | 1 x Realtek 2.5Gb Ethernet port | 3 x Audio jacks | 1 x BIOS FlashBack button,False,True,AMD X870,WHITE | GREY,True,4,1,1,1,ATX,True,True,True,True,B0FG3H1R3R,6643436,32082,https://www.asus.com/me-en/motherboards-components/motherboards/all-series/x870-ayw-gaming-wifi-w/,N82E16813119737,15995323829,,"[{""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 5.0 x4""}, {""size"": ""2242/2260/2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4""}]",256,DDR5,4,,White,X870 AYW GAMING WIFI W | X870AYW GMNG WIFIW,"[{""speed"": ""2.5 Gb/s"", ""controller"": ""Realtek""}]",1,,,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1}, {""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 1}]",8-pin | 8-pin,24-pin,True,3,,0,4,0,2,1,0,1,0,,Wifi 6 Bluetooth 5.2
906ddb38-ce62-403b-ac2f-17b68f851be0,ASRock B760M Pro-A D4 WiFi DDR4 Micro ATX,ASRock,Pro-A,B760M D4 WiFi,,LGA 1700,906ddb38-ce62-403b-ac2f-17b68f851be0.json,7.1,Realtek,False,2 x Antenna Mounting Points | 1 x PS/2 Mouse/Keyboard Port | 1 x HDMI 2.1 Port | 1 x DisplayPort 1.4 | 1 x USB 3.2 Gen1 Type-C Port | 3 x USB 3.2 Gen1 Type-A Ports | 2 x USB 2.0 Ports | 1 x RJ-45 LAN Port | 3 x HD Audio Jacks,False,False,Intel B760,WHITE | BLACK | GREY,False,4,1,0,1,Micro ATX,True,True,True,True,,,,,,,,"[{""size"": ""2242-2260"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4""}, {""size"": ""2280"", ""key"": ""E"", ""interface"": ""PCIe 4.0 x4""}]",128,DDR4,4,,Black,B760M Pro-A D4 WiFi,"[{""speed"": ""2.5 Gb/s"", ""controller"": """"}]",0,0,1,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4}]",8-pin,24-pin,True,3,1,0,4,0,2,2,0,0,0,0,
9099b81d-f502-4567-ab32-1c033c598194,MSI Z790 MEG ACE WIFI DDR5 EATX,MSI,MEG,Z790 ACE WIFI,2022,LGA 1700,9099b81d-f502-4567-ab32-1c033c598194.json,7.1,Realtek ALC4082,False,Clear CMOS Button | Flash BIOS Button | 2.5G LAN | 2.5G LAN | Thunderbolt 4 40Gbps (Type-C) | Wi-Fi / Bluetooth | Audio Connectors | Smart Button | USB 3.2 Gen 2 10Gbps (Type-C Display port) | USB 3.2 Gen 2 10Gbps (Type-A) | Mini DisplayPort Input (for Thunderbolt passthrough) | Optical S/PDIF-Out,True,True,Intel Z790,GOLD | BLACK,False,5,1,0,2,EATX,True,True,True,True,B0BL8JC76Q,,,https://www.msi.com/Motherboard/MEG-Z790-ACE/Specification,N82E16813144562,2601179287,ARGB | Fixed Color Display,"[{""size"": ""22110/2280/2260"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4""}, {""size"": ""2280/2260"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4""}, {""size"": ""2280/2260"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4 / SATA""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 5.0 x4""}, {""size"": ""22110/2280/2260"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4 / SATA""}]",256,DDR5,4,,Black,MEG Z790 ACE | 7D86-001R | 911-7D86-001 | Z790ACE,"[{""speed"": ""2.5 Gb/s"", ""controller"": ""Intel""}]",0,2,0,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 8}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4}]",8-pin | 8-pin,24-pin,True,3,1,0,6,0,2,1,0,2,0,0,Wifi 6E
90b969bb-3094-40f9-97ec-1bbe605fd0d7,MSI B250 I PRO LGA1151 DDR4 Mini ITX,MSI,B250,,,LGA 1151,90b969bb-3094-40f9-97ec-1bbe605fd0d7.json,7.1,Realtek,False,1 x 1 Gb/s,False,False,Intel B250,BLACK,False,,,,,Mini-ITX,,,,,,,,,,,,"[{""size"": ""2280"", ""key"": ""E"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac2281594acde48fd3fa""}, {""size"": ""2242-2260"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac2281594acde48fd3fb""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac2281594acde48fd3fc""}]",32,DDR4,2,,,B250I PRO,"[{""speed"": ""1 Gb/s"", ""controller"": ""Unknown"", ""_id"": ""69b3ac2281594acde48fd3fd""}]",,,,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac2281594acde48fd3f9""}]",,,False,,,0,4,0,1,1,0,0,0,,
90d603e6-14bf-4401-b754-7ed494130df3,Gigabyte Q87 GA-Q87M-D2H LGA1150 DDR3 Micro ATX,Gigabyte,Q87,,,LGA 1150,90d603e6-14bf-4401-b754-7ed494130df3.json,7.1,Realtek,False,1 x 1 Gb/s,False,False,Intel Q87,BLACK | GREY,False,,,,,Micro ATX,,,,,,,,,,,,,32,DDR3,4,,,GA-Q87M-D2H,"[{""speed"": ""1 Gb/s"", ""controller"": ""Unknown"", ""_id"": ""69b3ac221698c6213208b4d5""}]",,,,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ac221698c6213208b4d3""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ac221698c6213208b4d4""}]",,,True,,,0,6,0,2,1,0,0,0,,
90f1fa45-8e42-4c58-a40b-23ce16a65b65,ASRock B850M Pro-A AM5 DDR5 Micro ATX,ASRock,PRO,B850M-A,,AM5,90f1fa45-8e42-4c58-a40b-23ce16a65b65.json,7.1,Realtek,False,1 x 2.5 Gb/s Ports (Realtek Dragon RTL8125BG),False,False,AMD B850,BLACK,False,,,,,Micro ATX,,,,,B0DS6LMZ84,,,,N82E16813162197,15175555598,,"[{""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4""}, {""size"": ""2280"", ""key"": ""E"", ""interface"": ""PCIe 4.0 x4""}]",256,DDR5,4,,Black,B850M Pro-A | 90-MXBR8-A0UAYZ | 90-MXBR80-A0UAYZ | B850M PRO-A | 90-MXBR80-A0UAYAZ,"[{""speed"": ""2.5 Gb/s"", ""controller"": ""Realtek Dragon RTL8125BG""}]",,,,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4}]",,,True,,,0,0,0,2,2,1,0,0,,
90fc35b9-a0c0-4819-9019-bcd20609681f,Asus TUF GAMING H470-PRO (WI-FI) DDR4 ATX,ASUS,TUF,,,LGA 1200,90fc35b9-a0c0-4819-9019-bcd20609681f.json,7.1,Realtek,False,1 x 1 Gb/s (Intel I219-V),False,False,Intel H470,BLACK | GREY,False,,,,,ATX,,,,,,,,,,,,"[{""size"": ""2242-2260"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac233722c3e205bd31b9""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac233722c3e205bd31ba""}, {""size"": ""2242-2260"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac233722c3e205bd31bb""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac233722c3e205bd31bc""}]",128,DDR4,4,,,TUF GAMING H470-PRO (WI-FI) | 90MB13B0-M0EAY0,"[{""speed"": ""1 Gb/s"", ""controller"": ""Intel I219-V"", ""_id"": ""69b3ac233722c3e205bd31bd""}]",,,,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ac233722c3e205bd31b7""}, {""gen"": ""4.0"", ""quantity"": 4, ""lanes"": 1, ""_id"": ""69b3ac233722c3e205bd31b8""}]",,,True,,,0,5,0,1,1,1,0,0,,
9128a583-a2ef-4182-9953-df315e517186,MSI Z590 MEG Z590I UNIFY DDR4 Mini ITX,MSI,Z590,,,LGA 1200,9128a583-a2ef-4182-9953-df315e517186.json,7.1,Realtek,False,1 x 2.5 Gb/s (Intel I225-V),False,False,Intel Z590,BLACK,False,,,,,Mini-ITX,,,,,,,,,,,,"[{""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac2375ef0cf5df016ed4""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ac2375ef0cf5df016ed5""}]",64,DDR4,2,,,MEG Z590I UNIFY | Z590IUNIFY | 7D05-001R,"[{""speed"": ""2.5 Gb/s"", ""controller"": ""Intel I225-V"", ""_id"": ""69b3ac2375ef0cf5df016ed6""}]",,,,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ac2375ef0cf5df016ed3""}]",,,True,,,0,4,0,1,1,1,0,0,,
913b3bab-7635-4476-ae7b-ce7ebaf5f2b3,MSI Z97 GD65 Gaming LGA1150 DDR3 ATX,MSI,Z97,,,LGA 1150,913b3bab-7635-4476-ae7b-ce7ebaf5f2b3.json,7.1,Realtek,False,1 x 1 Gb/s,False,False,Intel Z97,BLACK | RED,False,,,,,ATX,,,,,,,,,,,,,32,DDR3,4,,,Z97-GD65 Gaming,"[{""speed"": ""1 Gb/s"", ""controller"": ""Unknown"", ""_id"": ""69b3ac243722c3e205bd31dd""}]",,,,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ac243722c3e205bd31db""}, {""gen"": ""4.0"", ""quantity"": 4, ""lanes"": 1, ""_id"": ""69b3ac243722c3e205bd31dc""}]",,,True,,,0,8,0,2,2,0,0,0,,
